Record Date,Debt Category,Debt Category Description,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2017-02-06,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,06
2017-02-06,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,06
2017-02-06,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,06
2017-02-06,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,06
2017-02-03,Debt Held by the Public,null,14365218,14366132,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,03
2017-02-03,Intragovernmental Holdings,null,5520657,5536695,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,03
2017-02-03,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,03
2017-02-03,Less Debt Not Subject to Limit,Unamortized Discount,24247,24281,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,03
2017-02-03,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,03
2017-02-03,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,03
2017-02-03,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,03
2017-02-03,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,03
2017-02-02,Debt Held by the Public,null,14366132,14376019,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,02
2017-02-02,Intragovernmental Holdings,null,5536695,5524019,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,02
2017-02-02,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,02
2017-02-02,Less Debt Not Subject to Limit,Unamortized Discount,24281,24001,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,02
2017-02-02,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,02
2017-02-02,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,02
2017-02-02,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,02
2017-02-02,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,02
2017-02-01,Debt Held by the Public,null,14376019,14376139,14376139,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,02,01
2017-02-01,Intragovernmental Holdings,null,5524019,5561123,5561123,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,02,01
2017-02-01,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,02,01
2017-02-01,Less Debt Not Subject to Limit,Unamortized Discount,24001,24034,24034,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,02,01
2017-02-01,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,02,01
2017-02-01,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,02,01
2017-02-01,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,02,01
2017-02-01,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,02,01
2017-01-31,Debt Held by the Public,null,14376139,14387073,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,31
2017-01-31,Intragovernmental Holdings,null,5561123,5552687,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,31
2017-01-31,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,31
2017-01-31,Less Debt Not Subject to Limit,Unamortized Discount,24034,24057,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,31
2017-01-31,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,31
2017-01-31,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,31
2017-01-31,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,31
2017-01-31,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,31
2017-01-30,Debt Held by the Public,null,14387073,14387268,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,30
2017-01-30,Intragovernmental Holdings,null,5552687,5551752,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,30
2017-01-30,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,30
2017-01-30,Less Debt Not Subject to Limit,Unamortized Discount,24057,24157,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,30
2017-01-30,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,30
2017-01-30,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,30
2017-01-30,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,30
2017-01-30,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,30
2017-01-27,Debt Held by the Public,null,14387268,14387199,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,27
2017-01-27,Intragovernmental Holdings,null,5551752,5552710,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,27
2017-01-27,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,27
2017-01-27,Less Debt Not Subject to Limit,Unamortized Discount,24157,24190,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,27
2017-01-27,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,27
2017-01-27,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,27
2017-01-27,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,27
2017-01-27,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,27
2017-01-26,Debt Held by the Public,null,14387199,14403833,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,26
2017-01-26,Intragovernmental Holdings,null,5552710,5546770,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,26
2017-01-26,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,26
2017-01-26,Less Debt Not Subject to Limit,Unamortized Discount,24190,24079,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,26
2017-01-26,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,26
2017-01-26,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,26
2017-01-26,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,26
2017-01-26,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,26
2017-01-25,Debt Held by the Public,null,14403833,14403554,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,25
2017-01-25,Intragovernmental Holdings,null,5546770,5554536,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,25
2017-01-25,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,25
2017-01-25,Less Debt Not Subject to Limit,Unamortized Discount,24079,24112,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,25
2017-01-25,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,25
2017-01-25,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,25
2017-01-25,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,25
2017-01-25,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,25
2017-01-24,Debt Held by the Public,null,14403554,14403352,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,24
2017-01-24,Intragovernmental Holdings,null,5554536,5546327,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,24
2017-01-24,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,24
2017-01-24,Less Debt Not Subject to Limit,Unamortized Discount,24112,24145,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,24
2017-01-24,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,24
2017-01-24,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,24
2017-01-24,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,24
2017-01-24,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,24
2017-01-23,Debt Held by the Public,null,14403352,14403704,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,23
2017-01-23,Intragovernmental Holdings,null,5546327,5543600,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,23
2017-01-23,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,23
2017-01-23,Less Debt Not Subject to Limit,Unamortized Discount,24145,24245,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,23
2017-01-23,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,23
2017-01-23,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,23
2017-01-23,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,23
2017-01-23,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,23
2017-01-20,Debt Held by the Public,null,14403704,14403769,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,20
2017-01-20,Intragovernmental Holdings,null,5543600,5540660,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,20
2017-01-20,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,20
2017-01-20,Less Debt Not Subject to Limit,Unamortized Discount,24245,24278,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,20
2017-01-20,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,20
2017-01-20,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,20
2017-01-20,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,20
2017-01-20,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,20
2017-01-19,Debt Held by the Public,null,14403769,14423938,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,19
2017-01-19,Intragovernmental Holdings,null,5540660,5537529,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,19
2017-01-19,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,19
2017-01-19,Less Debt Not Subject to Limit,Unamortized Discount,24278,24162,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,19
2017-01-19,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,19
2017-01-19,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,19
2017-01-19,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,19
2017-01-19,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,19
2017-01-18,Debt Held by the Public,null,14423938,14423557,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,18
2017-01-18,Intragovernmental Holdings,null,5537529,5536398,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,18
2017-01-18,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,18
2017-01-18,Less Debt Not Subject to Limit,Unamortized Discount,24162,24195,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,18
2017-01-18,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,18
2017-01-18,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,18
2017-01-18,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,18
2017-01-18,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,18
2017-01-17,Debt Held by the Public,null,14423557,14416525,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,17
2017-01-17,Intragovernmental Holdings,null,5536398,5524089,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,17
2017-01-17,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,17
2017-01-17,Less Debt Not Subject to Limit,Unamortized Discount,24195,24327,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,17
2017-01-17,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,17
2017-01-17,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,17
2017-01-17,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,17
2017-01-17,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,17
2017-01-13,Debt Held by the Public,null,14416525,14416901,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,13
2017-01-13,Intragovernmental Holdings,null,5524089,5524906,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,13
2017-01-13,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,13
2017-01-13,Less Debt Not Subject to Limit,Unamortized Discount,24327,24360,24279,21483,III-C,Debt Subject to Limit,Balance Transactions,5,2017,2,2017,1,01,13
2017-01-13,Less Debt Not Subject to Limit,Federal Financing Bank,13024,13024,13024,13024,III-C,Debt Subject to Limit,Balance Transactions,6,2017,2,2017,1,01,13
2017-01-13,Less Debt Not Subject to Limit,Hope Bonds,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,7,2017,2,2017,1,01,13
2017-01-13,Plus Other Debt Subject to Limit,Guaranteed Debt of Government Agencies,0,0,0,0,III-C,Debt Subject to Limit,Balance Transactions,8,2017,2,2017,1,01,13
2017-01-13,Statutory Debt Limit,null,null,null,null,null,III-C,Debt Subject to Limit,Balance Transactions,10,2017,2,2017,1,01,13
2017-01-12,Debt Held by the Public,null,14416901,14428237,14434842,14173424,III-C,Debt Subject to Limit,Balance Transactions,1,2017,2,2017,1,01,12
2017-01-12,Intragovernmental Holdings,null,5524906,5523519,5541985,5400021,III-C,Debt Subject to Limit,Balance Transactions,2,2017,2,2017,1,01,12
2017-01-12,Less Debt Not Subject to Limit,Other Debt,482,482,482,482,III-C,Debt Subject to Limit,Balance Transactions,4,2017,2,2017,1,01,12
